codebook,objective,retrieval_condition,window_size,mask_count,mask_position,landscape_size,beta,accuracy,lower_ci,upper_ci,bigram_accuracy,mean_gap,mean_entropy,mean_energy,metastable_rate
learned,masked_token,generalization,4,1,center,16,10.0,0.0,0.0,0.48990002040399916,0.0,0.004265531897544861,0.5986764430999756,-1.1617826223373413,0.0
learned,masked_token,memorization,4,1,center,16,10.0,0.8,0.37552826411853885,0.9637768390302125,0.2,0.22329438030719756,0.1595099724829197,-1.0339761972427368,0.0
learned,next_token,generalization,4,,,16,10.0,0.0,0.0,0.5615060804490177,0.0,0.11354303359985352,0.41972138981024426,-1.1086767514546711,0.0
learned,next_token,memorization,4,,,16,10.0,1.0,0.3423719528896193,1.0,0.5,0.29827655851840973,0.04110413696616888,-1.0015811920166016,0.0
random,masked_token,generalization,4,1,center,16,10.0,0.0,0.0,0.48990002040399916,0.0,0.005416838452219963,0.6001179367303848,-1.1618750095367432,0.0
random,masked_token,memorization,4,1,center,16,10.0,1.0,0.565508505247919,1.0,0.2,0.28701107650995256,0.061764673329889774,-1.0025076150894165,0.0
random,next_token,generalization,4,,,16,10.0,0.0,0.0,0.5615060804490177,0.0,0.022239642838637035,0.6001179218292236,-1.1618750095367432,0.0
random,next_token,memorization,4,,,16,10.0,0.5,0.09452865480086611,0.905471345199134,0.5,0.11939100921154022,0.3208912555128336,-1.0816945433616638,0.0
