codebook,objective,retrieval_condition,window_size,mask_count,mask_position,landscape_size,beta,accuracy,lower_ci,upper_ci,bigram_accuracy,mean_gap,mean_entropy,mean_energy,metastable_rate
hebbian,masked_token,generalization,4,1,center,64,10.0,0.022222222222222223,0.003933497522757507,0.11566946388718814,0.15555555555555556,0.15060553128520648,0.21390813787778218,-1.0165347655614216,0.0
hebbian,masked_token,generalization,4,1,center,64,30.0,0.022222222222222223,0.003933497522757507,0.11566946388718814,0.15555555555555556,0.13898225679165788,0.0001320652759005725,-1.0000018490685356,0.0
hebbian,masked_token,generalization,4,1,center,256,10.0,0.06666666666666667,0.022931616462147076,0.17856874388640825,0.15555555555555556,0.031893543402353924,0.6838123679161072,-1.0684720993041992,0.9555555555555556
hebbian,masked_token,generalization,4,1,center,256,30.0,0.022222222222222223,0.003933497522757507,0.11566946388718814,0.15555555555555556,0.0794333756953064,0.0043810400103110525,-1.000128854645623,0.0
hebbian,masked_token,generalization,4,1,end,64,10.0,0.08,0.031549003255790686,0.18838502545063707,0.14,0.15506801009178162,0.21472635731101036,-1.0167694783210754,0.0
hebbian,masked_token,generalization,4,1,end,64,30.0,0.04,0.011038652660826579,0.13460337877954667,0.14,0.1334451403375715,0.00011728663440095488,-1.0000016498565674,0.0
hebbian,masked_token,generalization,4,1,end,256,10.0,0.04,0.011038652660826579,0.13460337877954667,0.14,0.030562545233406128,0.673374992609024,-1.0736375641822815,0.92
hebbian,masked_token,generalization,4,1,end,256,30.0,0.06,0.02061459636463048,0.16217343370877002,0.14,0.09353205603314564,0.013443097976787612,-1.002195897102356,0.0
hebbian,masked_token,generalization,8,1,center,64,10.0,0.03773584905660377,0.010410068833819272,0.12754523150959113,0.22641509433962265,0.09541201251910401,0.05912014701456394,-1.0031901530499727,0.0
hebbian,masked_token,generalization,8,1,center,64,30.0,0.0,0.0,0.0675843044530766,0.22641509433962265,0.09516001214220557,7.512900995828135e-07,-1.0000000067476957,0.0
hebbian,masked_token,generalization,8,1,center,256,10.0,0.03773584905660377,0.010410068833819272,0.12754523150959113,0.22641509433962265,0.04978306719347975,0.33320292071351465,-0.9911157016484242,0.2830188679245283
hebbian,masked_token,generalization,8,1,center,256,30.0,0.018867924528301886,0.0033383673867494,0.09943143501149411,0.22641509433962265,0.08210714238713372,3.1455118245774748e-06,-1.0000000382369418,0.0
hebbian,masked_token,generalization,8,1,end,64,10.0,0.0,6.381712396155606e-18,0.08029831778201396,0.2727272727272727,0.067219638699581,0.06593960210342299,-1.0036129165779462,0.0
hebbian,masked_token,generalization,8,1,end,64,30.0,0.0,6.381712396155606e-18,0.08029831778201396,0.2727272727272727,0.08305411886381493,9.299157476373342e-07,-1.0000000081279061,0.0
hebbian,masked_token,generalization,8,1,end,256,10.0,0.1590909090909091,0.07926576557718398,0.2936649056378255,0.2727272727272727,0.07523256362235936,0.36876575310121884,-0.9873087013309653,0.3181818181818182
hebbian,masked_token,generalization,8,1,end,256,30.0,0.045454545454545456,0.012554846366981074,0.15135271525303162,0.2727272727272727,0.09573799070627005,1.847161676302924e-06,-1.0000000189651141,0.0
hebbian,masked_token,memorization,4,1,center,64,10.0,1.0,0.9324156955469233,1.0,0.05660377358490566,0.19500750837461003,0.12316073709220257,-1.007763050637155,0.0
hebbian,masked_token,memorization,4,1,center,64,30.0,1.0,0.9324156955469233,1.0,0.05660377358490566,0.20033536457790518,3.410281112524161e-05,-1.000000389117115,0.0
hebbian,masked_token,memorization,4,1,center,256,10.0,0.19148936170212766,0.10415815605310119,0.325442800643777,0.23404255319148937,0.061588650192827624,0.6620192128293058,-1.068707656353078,0.8723404255319149
hebbian,masked_token,memorization,4,1,center,256,30.0,0.9787234042553191,0.8888676347566886,0.9962343289895351,0.23404255319148937,0.19715411612328063,0.0005259441483523934,-1.000012511902667,0.0
hebbian,masked_token,memorization,4,1,end,64,10.0,0.9807692307692307,0.8987925373197556,0.9965972795909344,0.19230769230769232,0.18925600269666085,0.12383778708485457,-1.0078920905406659,0.0
hebbian,masked_token,memorization,4,1,end,64,30.0,0.9807692307692307,0.8987925373197556,0.9965972795909344,0.19230769230769232,0.19482111013852632,7.18462386407518e-05,-1.0000010293263655,0.0
hebbian,masked_token,memorization,4,1,end,256,10.0,0.16666666666666666,0.08315811295836503,0.30604296204774295,0.16666666666666666,0.05476345533194641,0.581868225974696,-1.0715715885162354,0.8095238095238095
