label,seed,recall_correct,raw_synergy,settled_synergy_at_mask
hebbian,1,0,0.293170,0.272760
hebbian,1,0,0.304549,0.234709
hebbian,1,0,0.298622,0.266380
hebbian,1,0,0.281843,0.228374
hebbian,1,0,0.302414,0.211620
hebbian,1,0,0.315357,0.213299
hebbian,1,0,0.288152,0.234715
hebbian,1,0,0.292628,0.252921
hebbian,1,0,0.291529,0.296361
hebbian,1,0,0.295944,0.276169
hebbian,1,0,0.287915,0.296213
hebbian,1,0,0.299591,0.214963
hebbian,1,0,0.297281,0.234282
hebbian,1,0,0.309614,0.244026
hebbian,1,0,0.295909,0.223282
hebbian,1,0,0.289213,0.274476
hebbian,1,0,0.287852,0.245917
hebbian,1,0,0.305806,0.223023
hebbian,1,0,0.283781,0.228059
hebbian,1,0,0.299370,0.247244
hebbian,1,0,0.283832,0.257017
hebbian,1,0,0.296067,0.212525
hebbian,1,0,0.300136,0.272638
hebbian,1,0,0.276717,0.254684
hebbian,1,0,0.302001,0.231240
hebbian,1,0,0.292003,0.220619
hebbian,1,0,0.300817,0.253936
hebbian,1,0,0.282151,0.232085
hebbian,1,0,0.299426,0.296559
hebbian,1,0,0.299666,0.253892
hebbian,1,0,0.303429,0.252098
hebbian,1,0,0.299981,0.262915
hebbian,1,1,0.307665,0.279705
hebbian,1,0,0.285421,0.235522
hebbian,1,0,0.303010,0.276393
hebbian,1,0,0.295832,0.235087
hebbian,1,0,0.296891,0.241426
hebbian,1,0,0.300362,0.274857
hebbian,1,0,0.309254,0.202611
hebbian,1,0,0.297311,0.209903
hebbian,1,0,0.291531,0.232680
hebbian,1,0,0.276558,0.241727
hebbian,1,0,0.293836,0.209576
hebbian,1,0,0.299117,0.272528
hebbian,1,0,0.313608,0.180538
hebbian,1,0,0.299056,0.276504
hebbian,1,0,0.314573,0.237240
hebbian,1,0,0.301122,0.225256
hebbian,1,0,0.301733,0.210255
hebbian,1,0,0.305026,0.238651
hebbian,1,0,0.318732,0.252579
hebbian,1,0,0.298846,0.232923
hebbian,1,0,0.307608,0.210719
hebbian,1,0,0.294894,0.296161
hebbian,1,0,0.309423,0.266383
hebbian,1,0,0.302077,0.213920
hebbian,1,0,0.292022,0.230735
hebbian,1,0,0.299509,0.218269
hebbian,1,0,0.299225,0.240113
hebbian,1,0,0.301470,0.205223
hebbian,1,0,0.294303,0.226370
hebbian,1,0,0.285120,0.276154
hebbian,1,0,0.284865,0.240210
hebbian,1,0,0.298139,0.206858
hebbian,1,0,0.310013,0.217360
hebbian,1,0,0.307228,0.252895
hebbian,1,0,0.312928,0.240940
hebbian,1,0,0.294141,0.228542
hebbian,1,0,0.302286,0.251547
hebbian,1,1,0.303936,0.280030
hebbian,1,1,0.302142,0.279855
hebbian,1,0,0.294300,0.276564
hebbian,1,0,0.288980,0.275753
hebbian,1,0,0.294555,0.236159
hebbian,1,0,0.304970,0.240819
hebbian,1,0,0.303662,0.228228
hebbian,1,0,0.289732,0.252883
hebbian,1,0,0.304300,0.247579
hebbian,1,0,0.302199,0.296308
hebbian,1,0,0.312261,0.226168
hebbian,1,0,0.288026,0.241225
hebbian,1,0,0.282576,0.240451
hebbian,1,0,0.301102,0.240193
hebbian,1,0,0.297507,0.240315
hebbian,1,0,0.294949,0.220008
hebbian,1,0,0.293853,0.296427
hebbian,1,0,0.302640,0.237857
hebbian,1,0,0.287974,0.222824
hebbian,1,0,0.300353,0.220101
hebbian,1,0,0.286194,0.187430
hebbian,1,0,0.294596,0.274528
hebbian,1,0,0.293794,0.254793
hebbian,1,0,0.319086,0.296415
hebbian,1,0,0.301497,0.233980
hebbian,1,0,0.293847,0.243242
hebbian,1,0,0.281703,0.226949
hebbian,1,0,0.304572,0.296438
hebbian,1,0,0.320717,0.276603
hebbian,1,0,0.310563,0.252726
hebbian,1,0,0.293185,0.234142
hebbian,1,0,0.281662,0.296332
hebbian,1,0,0.301501,0.213602
hebbian,1,0,0.298766,0.241990
hebbian,1,0,0.285709,0.243719
hebbian,1,0,0.293732,0.230652
hebbian,1,0,0.295739,0.240267
hebbian,1,0,0.300981,0.236276
hebbian,1,0,0.301665,0.213671
hebbian,1,0,0.292914,0.224126
hebbian,1,0,0.299236,0.222952
hebbian,1,0,0.301928,0.209684
hebbian,1,0,0.301247,0.274574
hebbian,1,0,0.307901,0.272552
hebbian,1,0,0.298087,0.274702
hebbian,1,0,0.312042,0.296247
hebbian,1,0,0.306809,0.252760
hebbian,1,0,0.306607,0.243954
hebbian,1,0,0.305861,0.230491
hebbian,1,0,0.287861,0.241575
hebbian,1,0,0.308827,0.220354
hebbian,1,0,0.303931,0.162848
hebbian,1,0,0.300216,0.191852
hebbian,1,0,0.284398,0.254753
hebbian,1,0,0.293903,0.222694
hebbian,1,0,0.303963,0.234222
hebbian,1,0,0.303276,0.296289
hebbian,1,0,0.326561,0.229607
hebbian,1,0,0.283731,0.234258
hebbian,1,0,0.296988,0.232059
hebbian,1,0,0.300650,0.234972
hebbian,1,0,0.304829,0.200480
hebbian,1,0,0.288879,0.256602
hebbian,1,0,0.311682,0.230354
hebbian,1,0,0.317514,0.276480
hebbian,1,0,0.308796,0.252950
hebbian,1,0,0.313832,0.206596
hebbian,1,0,0.295113,0.276634
hebbian,1,0,0.306852,0.275966
hebbian,1,0,0.289723,0.217922
hebbian,1,0,0.295955,0.296319
hebbian,1,0,0.292360,0.197766
hebbian,1,0,0.296894,0.242637
hebbian,1,0,0.297077,0.199949
hebbian,1,0,0.285710,0.255403
hebbian,1,0,0.304909,0.276433
hebbian,1,0,0.305597,0.275909
hebbian,1,0,0.288452,0.237524
hebbian,1,0,0.307911,0.276492
hebbian,1,0,0.298156,0.222474
hebbian,1,1,0.299418,0.279693
hebbian,1,0,0.295023,0.189711
hebbian,1,0,0.296839,0.244049
hebbian,1,0,0.310069,0.235699
hebbian,1,0,0.296646,0.234383
hebbian,1,0,0.292402,0.252732
hebbian,1,0,0.304316,0.230709
hebbian,1,0,0.286427,0.243583
hebbian,1,0,0.292655,0.223792
hebbian,1,0,0.300626,0.235006
hebbian,1,0,0.295406,0.242780
hebbian,1,0,0.283458,0.237309
hebbian,1,0,0.318529,0.247286
hebbian,1,0,0.288621,0.230245
hebbian,1,0,0.298529,0.230324
hebbian,1,0,0.302740,0.274583
hebbian,1,0,0.300962,0.252740
hebbian,1,0,0.291055,0.237744
hebbian,1,0,0.292035,0.237808
hebbian,1,0,0.294370,0.201048
hebbian,1,0,0.279977,0.227713
hebbian,1,0,0.302496,0.247395
hebbian,1,0,0.309223,0.274438
hebbian,1,0,0.302292,0.230782
hebbian,1,0,0.298582,0.276595
hebbian,1,0,0.298761,0.190817
hebbian,1,0,0.289940,0.252073
hebbian,1,0,0.283259,0.263358
hebbian,1,0,0.288078,0.217853
hebbian,1,0,0.280576,0.237657
hebbian,1,0,0.308571,0.220395
hebbian,1,0,0.293708,0.229458
hebbian,1,0,0.294093,0.237520
hebbian,1,0,0.293770,0.221117
hebbian,1,0,0.303086,0.276592
hebbian,1,0,0.287408,0.274584
hebbian,1,0,0.313549,0.272759
hebbian,1,0,0.296210,0.241036
hebbian,1,0,0.299970,0.220137
hebbian,1,0,0.293363,0.216049
hebbian,1,0,0.291204,0.232152
hebbian,1,0,0.293549,0.272647
hebbian,1,0,0.300967,0.253616
hebbian,1,0,0.294184,0.272723
hebbian,1,0,0.299951,0.229425
hebbian,1,0,0.306114,0.212498
hebbian,1,0,0.305244,0.232153
hebbian,1,0,0.292958,0.276627
hebbian,1,0,0.307206,0.272782
hebbian,1,0,0.286256,0.199354
hebbian,1,0,0.295462,0.226076
hebbian,1,0,0.303749,0.296230
hebbian,1,0,0.286607,0.193833
hebbian,1,0,0.304866,0.241274
hebbian,1,0,0.294278,0.296377
hebbian,1,0,0.306919,0.296528
hebbian,1,0,0.309919,0.248044
hebbian,1,0,0.297992,0.276431
hebbian,1,0,0.293502,0.257140
hebbian,1,0,0.288607,0.199832
hebbian,1,0,0.308433,0.234341
hebbian,1,1,0.305376,0.279995
hebbian,1,0,0.296683,0.235678
hebbian,1,0,0.292035,0.272839
hebbian,1,0,0.300445,0.229956
hebbian,1,0,0.310488,0.236037
hebbian,1,0,0.288729,0.234156
hebbian,1,0,0.303480,0.215628
hebbian,1,0,0.290318,0.224024
hebbian,1,0,0.289891,0.231988
hebbian,1,0,0.310716,0.230571
hebbian,1,0,0.288572,0.296301
hebbian,1,0,0.285732,0.220077
hebbian,1,0,0.303984,0.214753
hebbian,1,0,0.292990,0.228131
hebbian,1,0,0.317244,0.227668
hebbian,1,0,0.313534,0.231969
hebbian,1,0,0.297143,0.241483
hebbian,1,0,0.294683,0.276102
hebbian,1,0,0.297130,0.296409
hebbian,1,0,0.301209,0.247466
hebbian,1,0,0.299414,0.240290
hebbian,1,0,0.291240,0.256468
hebbian,1,0,0.293095,0.191220
hebbian,1,0,0.309450,0.202624
hebbian,1,0,0.286867,0.275985
hebbian,1,0,0.297537,0.296460
hebbian,1,0,0.307495,0.224627
hebbian,1,0,0.308795,0.239313
hebbian,1,0,0.300723,0.266449
hebbian,1,0,0.313717,0.207928
hebbian,1,0,0.300841,0.213442
hebbian,1,0,0.297740,0.296473
hebbian,1,0,0.296462,0.254790
hebbian,1,0,0.297725,0.296422
hebbian,1,0,0.285490,0.233476
hebbian,1,0,0.297440,0.224167
hebbian,1,0,0.303555,0.256537
hebbian,1,0,0.301068,0.234855
hebbian,1,0,0.312482,0.276412
hebbian,1,0,0.297047,0.220778
hebbian,1,0,0.296058,0.296390
hebbian,1,0,0.289583,0.211278
hebbian,1,0,0.299150,0.215020
hebbian,1,0,0.286461,0.227737
hebbian,1,0,0.300609,0.256508
hebbian,1,0,0.279947,0.237173
hebbian,1,0,0.291695,0.272513
hebbian,1,0,0.293716,0.204214
hebbian,1,0,0.299913,0.220016
hebbian,1,0,0.308861,0.296440
hebbian,1,0,0.292930,0.243153
hebbian,1,0,0.296289,0.227441
hebbian,1,0,0.283859,0.252863
hebbian,1,0,0.305293,0.237135
hebbian,1,0,0.307235,0.296516
hebbian,1,0,0.318563,0.236878
hebbian,1,0,0.285872,0.225463
hebbian,1,0,0.301302,0.253007
hebbian,1,0,0.284814,0.212452
hebbian,1,0,0.304810,0.296307
hebbian,1,0,0.297016,0.231157
hebbian,1,0,0.308156,0.202589
hebbian,1,0,0.300704,0.247443
hebbian,1,0,0.293346,0.231022
hebbian,1,0,0.301758,0.237031
hebbian,1,0,0.298513,0.229140
hebbian,1,0,0.317973,0.272589
hebbian,1,0,0.299540,0.213615
hebbian,1,0,0.290785,0.233159
hebbian,1,0,0.297351,0.231815
hebbian,1,0,0.306145,0.243410
hebbian,1,0,0.288548,0.202466
hebbian,1,0,0.294085,0.226190
hebbian,1,0,0.290789,0.230600
hebbian,1,0,0.307471,0.274525
hebbian,1,0,0.297517,0.212374
hebbian,1,0,0.303112,0.241326
hebbian,1,0,0.292555,0.224420
hebbian,1,0,0.301295,0.262315
hebbian,1,0,0.288285,0.254675
hebbian,1,0,0.305383,0.252839
hebbian,1,0,0.296617,0.243698
hebbian,1,0,0.293487,0.231295
hebbian,1,0,0.293530,0.233190
hebbian,1,0,0.299741,0.243662
hebbian,1,0,0.296809,0.210450
hebbian,1,0,0.294620,0.276586
hebbian,1,0,0.310124,0.237864
hebbian,1,0,0.286774,0.216424
hebbian,1,0,0.297205,0.216047
hebbian,1,0,0.301217,0.228610
hebbian,1,0,0.302888,0.228149
hebbian,1,0,0.294037,0.256571
hebbian,1,0,0.289989,0.237894
hebbian,1,0,0.310854,0.230539
hebbian,1,0,0.308559,0.232016
hebbian,1,0,0.287958,0.296357
hebbian,1,0,0.307574,0.296503
hebbian,1,1,0.290970,0.279936
hebbian,1,0,0.284605,0.209313
hebbian,1,0,0.294591,0.216725
hebbian,1,0,0.313554,0.221807
hebbian,1,1,0.297979,0.280105
hebbian,1,0,0.305372,0.242113
hebbian,1,0,0.308246,0.231779
hebbian,1,0,0.311959,0.276480
hebbian,1,0,0.318004,0.252791
hebbian,1,0,0.304125,0.274501
hebbian,1,0,0.289922,0.274663
hebbian,1,0,0.298738,0.240281
hebbian,1,0,0.310018,0.275957
hebbian,1,0,0.300302,0.235463
hebbian,1,0,0.293566,0.251236
hebbian,1,0,0.292988,0.237447
hebbian,1,0,0.277345,0.212513
hebbian,1,0,0.304182,0.296509
hebbian,1,0,0.301488,0.221025
hebbian,1,0,0.287607,0.276571
hebbian,1,0,0.300026,0.199658
hebbian,1,0,0.297186,0.209116
hebbian,1,0,0.316409,0.213235
hebbian,1,0,0.304750,0.276191
hebbian,1,0,0.400925,0.296153
hebbian,1,0,0.293248,0.222245
hebbian,1,0,0.296992,0.238469
hebbian,1,0,0.300832,0.225115
hebbian,1,0,0.294383,0.235212
hebbian,1,0,0.308311,0.221231
hebbian,1,0,0.285558,0.296299
hebbian,1,0,0.302241,0.252654
hebbian,1,0,0.304242,0.226388
hebbian,1,0,0.311129,0.296559
hebbian,1,0,0.302060,0.252659
hebbian,1,0,0.304040,0.231978
hebbian,1,0,0.296746,0.199999
hebbian,1,0,0.303521,0.205112
hebbian,1,0,0.302180,0.225575
hebbian,1,0,0.295060,0.276037
hebbian,1,0,0.309047,0.275776
hebbian,1,0,0.286288,0.263097
hebbian,1,0,0.296320,0.276147
hebbian,1,0,0.294248,0.241401
hebbian,1,0,0.296555,0.228899
hebbian,1,0,0.302064,0.243093
hebbian,1,0,0.289189,0.231077
hebbian,1,0,0.306646,0.249825
hebbian,1,0,0.295524,0.220135
hebbian,1,0,0.308462,0.227493
hebbian,1,0,0.294916,0.225125
hebbian,1,0,0.306136,0.227254
hebbian,1,0,0.298669,0.221752
hebbian,1,0,0.302402,0.197341
hebbian,1,0,0.296841,0.235154
hebbian,1,0,0.295431,0.272738
hebbian,2,0,0.303461,0.318990
hebbian,2,0,0.306241,0.281700
hebbian,2,0,0.307150,0.232850
hebbian,2,0,0.297670,0.276116
hebbian,2,0,0.289116,0.241420
hebbian,2,0,0.302931,0.251745
hebbian,2,0,0.301776,0.295177
hebbian,2,0,0.303655,0.295097
hebbian,2,0,0.307523,0.279104
hebbian,2,0,0.287186,0.286052
hebbian,2,0,0.285659,0.241165
hebbian,2,0,0.294078,0.289778
hebbian,2,0,0.289401,0.288047
hebbian,2,0,0.280115,0.291610
hebbian,2,1,0.297808,0.336552
hebbian,2,0,0.289860,0.295360
hebbian,2,0,0.295265,0.279380
hebbian,2,1,0.302696,0.336560
hebbian,2,0,0.291152,0.259680
hebbian,2,0,0.290152,0.272831
hebbian,2,0,0.301366,0.258792
hebbian,2,0,0.294333,0.277576
hebbian,2,0,0.288892,0.319022
hebbian,2,0,0.292796,0.278498
hebbian,2,0,0.304538,0.250071
hebbian,2,0,0.301003,0.263992
hebbian,2,0,0.290873,0.238923
hebbian,2,0,0.294953,0.268222
hebbian,2,0,0.299755,0.252164
hebbian,2,0,0.295014,0.319002
hebbian,2,0,0.302413,0.270538
hebbian,2,0,0.284722,0.275780
hebbian,2,0,0.286797,0.278432
hebbian,2,0,0.290302,0.237682
hebbian,2,0,0.302838,0.212829
hebbian,2,0,0.286747,0.285827
hebbian,2,0,0.303874,0.254610
hebbian,2,0,0.301572,0.277783
hebbian,2,0,0.299178,0.282032
hebbian,2,0,0.289256,0.294180
hebbian,2,0,0.305506,0.281958
hebbian,2,0,0.288900,0.264205
hebbian,2,0,0.292941,0.258125
hebbian,2,0,0.278007,0.289765
hebbian,2,1,0.288881,0.336546
hebbian,2,0,0.307355,0.291638
hebbian,2,0,0.294396,0.248535
hebbian,2,0,0.284781,0.244541
hebbian,2,0,0.295088,0.293923
hebbian,2,0,0.306339,0.281975
hebbian,2,0,0.292404,0.295324
hebbian,2,0,0.293710,0.272336
hebbian,2,0,0.306750,0.281995
hebbian,2,0,0.295854,0.291607
hebbian,2,0,0.335910,0.295094
hebbian,2,0,0.278004,0.289746
hebbian,2,1,0.288697,0.336540
hebbian,2,0,0.286338,0.319020
hebbian,2,0,0.291262,0.257593
hebbian,2,0,0.296401,0.252259
hebbian,2,0,0.289449,0.240769
hebbian,2,0,0.291912,0.222247
hebbian,2,0,0.304719,0.291661
hebbian,2,1,0.290199,0.336431
hebbian,2,0,0.292884,0.259325
hebbian,2,0,0.295155,0.295107
hebbian,2,0,0.290210,0.278425
hebbian,2,0,0.287270,0.255912
hebbian,2,0,0.290824,0.255419
hebbian,2,0,0.298253,0.262011
hebbian,2,0,0.292017,0.255575
hebbian,2,0,0.312587,0.252118
hebbian,2,0,0.291725,0.270587
hebbian,2,0,0.334282,0.291687
hebbian,2,0,0.281953,0.262126
hebbian,2,0,0.292346,0.289839
hebbian,2,0,0.305328,0.286386
hebbian,2,0,0.302944,0.281929
hebbian,2,0,0.299908,0.277811
hebbian,2,0,0.297712,0.259759
hebbian,2,0,0.278058,0.243153
hebbian,2,0,0.317418,0.247916
hebbian,2,0,0.308038,0.289654
hebbian,2,0,0.312691,0.268534
hebbian,2,0,0.299757,0.284581
hebbian,2,0,0.293496,0.287249
hebbian,2,0,0.308068,0.284588
hebbian,2,0,0.299535,0.283835
hebbian,2,0,0.302102,0.254626
hebbian,2,0,0.281280,0.256105
hebbian,2,0,0.299703,0.244042
hebbian,2,0,0.302529,0.294337
hebbian,2,0,0.305677,0.295112
hebbian,2,0,0.302980,0.260795
hebbian,2,0,0.292202,0.247379
hebbian,2,0,0.290536,0.246020
hebbian,2,0,0.292094,0.249722
hebbian,2,0,0.289696,0.270647
hebbian,2,0,0.292965,0.274282
hebbian,2,0,0.309165,0.251640
hebbian,2,0,0.290015,0.263004
hebbian,2,0,0.300752,0.253694
hebbian,2,0,0.287273,0.245956
hebbian,2,1,0.289311,0.336430
hebbian,2,0,0.308381,0.293852
hebbian,2,0,0.310636,0.252833
hebbian,2,0,0.304723,0.293872
hebbian,2,0,0.300175,0.277712
hebbian,2,1,0.303586,0.336461
hebbian,2,0,0.301978,0.289602
hebbian,2,0,0.303712,0.237479
hebbian,2,0,0.298948,0.237405
hebbian,2,0,0.314231,0.267633
hebbian,2,1,0.301363,0.336384
hebbian,2,0,0.302214,0.284630
hebbian,2,0,0.293998,0.280123
hebbian,2,0,0.303900,0.294238
hebbian,2,0,0.294178,0.295015
hebbian,2,1,0.309236,0.336463
hebbian,2,0,0.314862,0.250307
hebbian,2,0,0.300611,0.272803
hebbian,2,0,0.308428,0.318981
hebbian,2,1,0.289582,0.336519
hebbian,2,1,0.299039,0.336549
hebbian,2,0,0.294133,0.260712
hebbian,2,0,0.284646,0.275432
hebbian,2,0,0.302410,0.258038
hebbian,2,0,0.306200,0.267121
hebbian,2,1,0.300232,0.336497
hebbian,2,0,0.297068,0.262329
hebbian,2,0,0.299373,0.259530
hebbian,2,0,0.298064,0.271006
hebbian,2,1,0.281691,0.336478
hebbian,2,0,0.292176,0.193463
hebbian,2,0,0.297830,0.289754
hebbian,2,0,0.293874,0.259975
hebbian,2,0,0.293143,0.251620
hebbian,2,0,0.301850,0.293793
hebbian,2,0,0.301064,0.258073
hebbian,2,0,0.301322,0.281941
hebbian,2,0,0.305225,0.268595
hebbian,2,0,0.289711,0.276155
hebbian,2,0,0.283564,0.319008
hebbian,2,0,0.297222,0.247164
hebbian,2,0,0.301511,0.253880
hebbian,2,0,0.294149,0.256716
hebbian,2,0,0.296979,0.289882
hebbian,2,0,0.309669,0.277843
hebbian,2,1,0.296194,0.336465
hebbian,2,0,0.297439,0.277815
hebbian,2,0,0.294200,0.268315
hebbian,2,0,0.282611,0.281946
hebbian,2,0,0.266261,0.278371
hebbian,2,0,0.288983,0.245101
hebbian,2,0,0.289711,0.291747
hebbian,2,0,0.296691,0.267576
hebbian,2,0,0.310729,0.277952
hebbian,2,0,0.293161,0.223823
hebbian,2,0,0.296465,0.276271
hebbian,2,0,0.292600,0.257145
hebbian,2,0,0.302761,0.246996
hebbian,2,0,0.295692,0.272765
hebbian,2,0,0.301926,0.249038
hebbian,2,1,0.295411,0.336499
hebbian,2,0,0.293821,0.254143
hebbian,2,0,0.295460,0.319033
hebbian,2,0,0.306312,0.252462
hebbian,2,0,0.289027,0.281945
hebbian,2,0,0.308044,0.279185
hebbian,2,0,0.292796,0.246552
hebbian,2,0,0.288303,0.250326
hebbian,2,0,0.302265,0.272951
hebbian,2,0,0.290832,0.251643
hebbian,2,0,0.282652,0.253823
hebbian,2,0,0.296984,0.295121
hebbian,2,0,0.298475,0.256180
hebbian,2,0,0.283131,0.281225
hebbian,2,0,0.282350,0.234168
hebbian,2,0,0.289919,0.248815
hebbian,2,0,0.290327,0.295229
hebbian,2,0,0.288528,0.318907
hebbian,2,0,0.310149,0.282089
hebbian,2,0,0.299719,0.318987
hebbian,2,0,0.305569,0.201804
hebbian,2,0,0.307113,0.318923
hebbian,2,1,0.294805,0.336514
hebbian,2,0,0.285153,0.275474
hebbian,2,0,0.288265,0.291646
hebbian,2,0,0.297581,0.252917
hebbian,2,0,0.289407,0.282711
hebbian,2,1,0.289756,0.336510
hebbian,2,1,0.302181,0.336530
hebbian,2,1,0.312764,0.336667
hebbian,2,0,0.305037,0.276467
hebbian,2,0,0.294172,0.254130
hebbian,2,0,0.291302,0.261315
hebbian,2,1,0.302322,0.336460
hebbian,2,0,0.288967,0.247881
hebbian,2,0,0.295625,0.249452
hebbian,2,0,0.301613,0.286064
hebbian,2,0,0.293528,0.276127
hebbian,2,0,0.304752,0.264029
hebbian,2,0,0.309564,0.319135
hebbian,2,0,0.308811,0.294310
hebbian,2,0,0.287759,0.293940
hebbian,2,0,0.290385,0.276383
hebbian,2,0,0.292233,0.289591
hebbian,2,0,0.300557,0.276952
hebbian,2,0,0.289827,0.289670
hebbian,2,0,0.303250,0.295248
hebbian,2,0,0.291173,0.239641
hebbian,2,0,0.305699,0.295365
hebbian,2,0,0.284140,0.237514
hebbian,2,0,0.293656,0.262549
hebbian,2,1,0.278292,0.336507
hebbian,2,0,0.280351,0.261748
hebbian,2,0,0.295839,0.295068
hebbian,2,1,0.294760,0.336712
hebbian,2,0,0.304725,0.294409
hebbian,2,0,0.291531,0.237985
hebbian,2,0,0.292935,0.318909
hebbian,2,0,0.295910,0.251988
hebbian,2,0,0.289996,0.259492
hebbian,2,0,0.308606,0.231491
hebbian,2,1,0.304601,0.336564
hebbian,2,0,0.293295,0.285774
hebbian,2,0,0.269333,0.291663
hebbian,2,0,0.299418,0.251894
hebbian,2,0,0.304917,0.279149
hebbian,2,0,0.303108,0.248255
hebbian,2,0,0.323283,0.269514
hebbian,2,0,0.287920,0.271466
hebbian,2,0,0.301565,0.259519
hebbian,2,1,0.296830,0.336480
hebbian,2,0,0.294299,0.279138
hebbian,2,0,0.303655,0.277674
hebbian,2,1,0.302141,0.336643
hebbian,2,0,0.280568,0.228983
hebbian,2,0,0.292821,0.319033
hebbian,2,0,0.303275,0.286785
hebbian,2,0,0.298066,0.272734
hebbian,2,0,0.301644,0.272328
hebbian,2,0,0.287845,0.272726
hebbian,2,1,0.295574,0.336452
hebbian,2,0,0.296262,0.239060
hebbian,2,0,0.296539,0.274069
hebbian,2,0,0.295554,0.268728
hebbian,2,0,0.298660,0.319013
hebbian,2,1,0.289855,0.336510
hebbian,2,0,0.293036,0.294188
hebbian,2,0,0.305514,0.289675
hebbian,2,0,0.303237,0.281993
hebbian,2,0,0.304648,0.291744
hebbian,2,0,0.302299,0.245722
hebbian,2,0,0.301833,0.260453
hebbian,2,0,0.298834,0.245043
hebbian,2,0,0.309138,0.269075
hebbian,2,0,0.288592,0.319027
hebbian,2,0,0.290948,0.250995
hebbian,2,0,0.289231,0.276145
hebbian,2,0,0.283849,0.287175
hebbian,2,0,0.298666,0.283786
hebbian,2,1,0.300758,0.336684
hebbian,2,0,0.301637,0.265266
hebbian,2,0,0.291251,0.262985
hebbian,2,0,0.300789,0.289904
hebbian,2,1,0.303274,0.336758
hebbian,2,0,0.289767,0.272603
hebbian,2,0,0.291501,0.319095
hebbian,2,0,0.295583,0.318983
hebbian,2,0,0.275653,0.296196
hebbian,2,0,0.297472,0.219662
hebbian,2,0,0.277764,0.236304
hebbian,2,0,0.295448,0.259486
hebbian,2,0,0.295023,0.269388
hebbian,2,0,0.293725,0.258463
hebbian,2,1,0.290182,0.336514
hebbian,2,1,0.294254,0.336567
hebbian,2,0,0.300094,0.269780
hebbian,2,0,0.287956,0.248134
hebbian,2,0,0.295873,0.245909
hebbian,2,0,0.296535,0.245883
hebbian,2,0,0.282541,0.242728
hebbian,2,0,0.303573,0.259310
hebbian,2,0,0.294620,0.266021
hebbian,2,0,0.298921,0.291731
hebbian,2,0,0.295773,0.250461
hebbian,2,0,0.307115,0.281977
hebbian,2,0,0.303319,0.278555
hebbian,2,0,0.292344,0.238182
hebbian,2,0,0.297355,0.260473
hebbian,2,0,0.296104,0.263885
hebbian,2,0,0.299699,0.275115
hebbian,2,0,0.298134,0.260850
hebbian,2,0,0.296221,0.277888
hebbian,2,0,0.291776,0.272103
hebbian,2,0,0.288256,0.272950
hebbian,2,0,0.298653,0.241104
hebbian,2,0,0.304668,0.256784
hebbian,2,0,0.291084,0.283642
hebbian,2,1,0.300471,0.336431
hebbian,2,0,0.299348,0.244567
hebbian,2,0,0.302991,0.277961
hebbian,2,1,0.292265,0.336395
hebbian,2,0,0.301606,0.289730
hebbian,2,0,0.300491,0.247471
hebbian,2,0,0.308391,0.278402
hebbian,2,0,0.293282,0.265088
hebbian,2,0,0.288046,0.232630
hebbian,2,0,0.301048,0.277735
hebbian,2,0,0.299611,0.291706
hebbian,2,0,0.292147,0.259325
hebbian,2,0,0.294303,0.273254
hebbian,2,0,0.300532,0.245370
hebbian,2,0,0.299386,0.282768
hebbian,2,0,0.301566,0.272774
hebbian,2,0,0.313041,0.277654
hebbian,2,0,0.287018,0.287180
hebbian,2,0,0.293470,0.277587
hebbian,2,0,0.298931,0.222027
hebbian,2,0,0.289199,0.282001
hebbian,2,0,0.297482,0.239825
hebbian,2,1,0.296991,0.336518
hebbian,2,0,0.290282,0.267947
hebbian,2,0,0.285405,0.272593
hebbian,2,0,0.298292,0.257192
hebbian,2,0,0.297993,0.266516
hebbian,2,0,0.284101,0.256530
hebbian,2,0,0.290062,0.284565
hebbian,2,0,0.287099,0.278512
hebbian,2,0,0.294989,0.276374
hebbian,2,0,0.305359,0.250108
hebbian,2,0,0.293720,0.272817
hebbian,2,0,0.291642,0.240131
hebbian,2,1,0.303018,0.336595
hebbian,2,0,0.292244,0.244896
hebbian,2,0,0.301057,0.270578
hebbian,2,0,0.310895,0.246586
hebbian,2,0,0.299185,0.273539
hebbian,2,0,0.297407,0.291665
hebbian,2,0,0.302227,0.252747
hebbian,2,0,0.297554,0.277488
hebbian,2,0,0.321025,0.233470
hebbian,2,0,0.294324,0.246038
hebbian,2,0,0.296743,0.272362
hebbian,2,0,0.296469,0.281993
hebbian,2,0,0.294438,0.263198
hebbian,2,0,0.295672,0.285897
hebbian,2,0,0.325931,0.273114
hebbian,2,0,0.291965,0.289834
hebbian,2,0,0.303248,0.283808
hebbian,2,1,0.309324,0.336676
hebbian,2,0,0.302044,0.278425
hebbian,2,0,0.294560,0.269721
hebbian,2,0,0.288161,0.267681
hebbian,2,0,0.296145,0.289929
hebbian,2,0,0.304044,0.252312
hebbian,2,0,0.291332,0.272649
hebbian,2,1,0.288710,0.336507
hebbian,2,0,0.292105,0.262216
hebbian,2,0,0.301717,0.249614
hebbian,2,0,0.296298,0.282843
hebbian,2,0,0.307278,0.281972
hebbian,2,0,0.289589,0.291599
hebbian,2,0,0.288572,0.268481
hebbian,2,0,0.298909,0.257479
hebbian,2,0,0.292973,0.278369
hebbian,2,0,0.282540,0.274378
hebbian,2,0,0.310330,0.268962
hebbian,3,0,0.304718,0.317284
hebbian,3,0,0.303775,0.111522
