label,seed,recall_correct,raw_synergy,settled_synergy_at_mask
random,1,0,0.347992,0.014497
random,1,0,0.304261,-0.003279
random,1,0,0.305733,-0.003749
random,1,0,0.305258,-0.012695
random,1,0,0.307494,0.006954
random,1,0,0.298014,0.014505
random,1,0,0.319831,-0.012768
random,1,0,0.302884,0.014520
random,1,0,0.311220,0.014952
random,1,0,0.312733,-0.026932
random,1,0,0.313717,0.001300
random,1,0,0.308091,0.012271
random,1,0,0.313847,0.014504
random,1,0,0.308018,0.003764
random,1,0,0.305451,-0.036613
random,1,1,0.314427,0.059372
random,1,0,0.298814,-0.027831
random,1,0,0.312559,-0.005454
random,1,1,0.310036,0.059393
random,1,1,0.319464,0.059369
random,1,0,0.308231,0.001838
random,1,0,0.312469,0.012274
random,1,0,0.308632,0.009950
random,1,0,0.305189,-0.046027
random,1,0,0.312982,-0.001136
random,1,0,0.308479,0.046973
random,1,0,0.306073,-0.000024
random,1,0,0.301267,0.014508
random,1,0,0.307185,-0.010501
random,1,0,0.306098,0.011154
random,1,0,0.302948,-0.026107
random,1,0,0.305362,-0.027347
random,1,0,0.309836,0.011566
random,1,0,0.313065,0.019010
random,1,0,0.310786,-0.032453
random,1,1,0.307785,0.059351
random,1,0,0.305000,0.000549
random,1,0,0.310705,0.003389
random,1,0,0.306119,-0.016735
random,1,0,0.316041,0.000604
random,1,0,0.309898,0.022315
random,1,0,0.316987,-0.004343
random,1,0,0.306488,0.000598
random,1,1,0.316024,0.059348
random,1,0,0.308591,-0.028068
random,1,0,0.302745,0.006176
random,1,0,0.300503,-0.012445
random,1,0,0.304085,-0.011506
random,1,0,0.315724,-0.015845
random,1,0,0.304346,0.000597
random,1,1,0.307459,0.059374
random,1,0,0.311786,-0.010866
random,1,0,0.312583,-0.019443
random,1,0,0.298506,-0.011190
random,1,0,0.309567,-0.013517
random,1,0,0.306283,0.009611
random,1,1,0.319543,0.059366
random,1,0,0.306341,0.005776
random,1,1,0.318710,0.059360
random,1,0,0.307720,0.010487
random,1,0,0.308948,-0.018511
random,1,0,0.319029,-0.012445
random,1,0,0.311216,-0.016132
random,1,0,0.320310,0.012276
random,1,0,0.304971,-0.002251
random,1,1,0.318643,0.059368
random,1,0,0.299086,-0.021240
random,1,0,0.315184,0.000404
random,1,0,0.309360,0.000539
random,1,0,0.305226,-0.012445
random,1,0,0.306124,-0.007078
random,1,0,0.306837,0.014509
random,1,0,0.315491,0.019610
random,1,0,0.303230,-0.014331
random,1,1,0.309896,0.059379
random,1,0,0.307226,0.001068
random,1,0,0.310725,-0.005916
random,1,0,0.309018,-0.003088
random,1,0,0.305651,-0.034689
random,1,1,0.315365,0.059346
random,1,0,0.318117,-0.011226
random,1,0,0.299925,0.007579
random,1,0,0.301481,-0.003081
random,1,0,0.312409,-0.026923
random,1,1,0.318994,0.059370
random,1,0,0.306809,0.008169
random,1,0,0.307616,-0.008724
random,1,0,0.309013,-0.028063
random,1,0,0.313870,0.004117
random,1,0,0.309212,0.008682
random,1,0,0.305185,-0.008162
random,1,0,0.319407,0.014501
random,1,0,0.316080,-0.033509
random,1,0,0.303906,0.012167
random,1,0,0.315677,-0.009796
random,1,0,0.309033,0.011155
random,1,0,0.311938,-0.008715
random,1,0,0.313387,-0.011403
random,1,0,0.316946,-0.017767
random,1,0,0.307312,0.014528
random,1,0,0.306593,-0.010229
random,1,0,0.309834,-0.023324
random,1,0,0.304169,-0.005121
random,1,0,0.309255,0.010864
random,1,0,0.305962,0.005779
random,1,0,0.334427,-0.003083
random,1,0,0.304344,0.009357
random,1,0,0.294325,0.008170
random,1,0,0.305714,-0.026012
random,1,0,0.336038,0.009347
random,1,0,0.304878,-0.018318
random,1,0,0.306244,0.012275
random,1,0,0.309688,0.004630
random,1,0,0.304946,-0.017023
random,1,0,0.319290,-0.012699
random,1,0,0.313916,-0.000350
random,1,0,0.306032,-0.015807
random,1,0,0.319612,-0.012444
random,1,0,0.308793,0.028723
random,1,0,0.309120,-0.011777
random,1,0,0.316183,-0.020970
random,1,1,0.305934,0.059375
random,1,1,0.313853,0.059359
random,1,0,0.334200,0.046979
random,1,0,0.311972,-0.040644
random,1,0,0.307545,-0.022669
random,1,0,0.307658,-0.011034
random,1,0,0.307429,0.046975
random,1,0,0.311117,0.000788
random,1,0,0.316320,-0.015633
random,1,0,0.307660,0.012273
random,1,0,0.314581,-0.003086
random,1,0,0.311976,0.014529
random,1,0,0.310503,0.014536
random,1,0,0.311199,0.006176
random,1,0,0.299167,0.000598
random,1,0,0.313678,-0.012031
random,1,0,0.305756,0.016523
random,1,0,0.309901,-0.038709
random,1,0,0.308595,-0.010229
random,1,1,0.311776,0.059352
random,1,0,0.311929,-0.015936
random,1,0,0.312072,0.012273
random,1,0,0.302945,-0.027427
random,1,0,0.301883,-0.006955
random,1,0,0.313849,-0.032284
random,1,0,0.314927,0.000598
random,1,1,0.383436,0.059336
random,1,0,0.309254,-0.010242
random,1,0,0.313421,-0.003267
random,1,0,0.331079,-0.008284
random,1,0,0.315830,0.014676
random,1,0,0.325438,-0.005713
random,1,1,0.305750,0.059367
random,1,0,0.309274,-0.003085
random,1,0,0.306384,-0.012894
random,1,1,0.318257,0.059342
random,1,0,0.335177,-0.003085
random,1,0,0.316127,0.019013
random,1,0,0.310128,-0.005850
random,1,0,0.310846,-0.021596
random,1,0,0.309073,-0.013047
random,1,0,0.313051,0.000597
random,1,0,0.308979,0.000596
random,1,0,0.305777,-0.023992
random,1,0,0.319633,0.000599
random,1,0,0.302398,-0.023324
random,1,0,0.299846,-0.003963
random,1,0,0.301077,-0.010014
random,1,0,0.309616,-0.002990
random,1,0,0.313940,0.016599
random,1,0,0.303782,0.016036
random,1,0,0.300466,-0.011616
random,1,0,0.309467,-0.017594
random,1,0,0.308036,-0.016066
random,1,0,0.309005,-0.013946
random,1,0,0.309013,0.000868
random,1,0,0.316092,-0.016135
random,1,0,0.311570,0.014508
random,2,0,0.309212,0.046545
random,2,0,0.320146,0.002994
random,2,0,0.311467,-0.020117
random,2,0,0.315530,-0.028283
random,2,0,0.308926,-0.001883
random,2,0,0.319855,-0.014091
random,2,0,0.316018,-0.033443
random,2,0,0.305523,-0.033854
random,2,0,0.318786,-0.002326
random,2,0,0.304447,-0.023023
random,2,0,0.313678,0.002230
random,2,0,0.316864,0.008279
random,2,0,0.311911,0.010788
random,2,0,0.303509,-0.030978
random,2,1,0.295982,0.089656
random,2,0,0.304701,-0.033801
random,2,0,0.311726,-0.000567
random,2,1,0.303634,0.089450
random,2,0,0.309472,-0.017316
random,2,0,0.301247,0.025108
random,2,0,0.312418,0.009435
random,2,0,0.312074,0.019189
random,2,0,0.289918,0.045993
random,2,0,0.300917,-0.006319
random,2,0,0.307609,-0.000059
random,2,0,0.303327,-0.007155
random,2,0,0.301625,-0.012139
random,2,0,0.306115,-0.004276
random,2,0,0.326712,-0.012313
random,2,0,0.303270,0.046109
random,2,0,0.312804,-0.022552
random,2,0,0.309441,-0.036558
random,2,0,0.314257,-0.006343
random,2,0,0.302448,-0.025822
random,2,0,0.308269,-0.001806
random,2,0,0.310004,0.013181
random,2,0,0.301383,-0.032913
random,2,0,0.303191,0.010792
random,2,0,0.310803,-0.035999
random,2,0,0.304989,-0.015662
random,2,0,0.348761,-0.035738
random,2,0,0.315483,-0.021230
random,2,0,0.310889,0.007929
random,2,0,0.305127,0.008236
random,2,1,0.311976,0.089608
random,2,0,0.313453,-0.030891
random,2,0,0.310828,-0.010568
random,2,0,0.297394,-0.012893
random,2,0,0.298102,0.015062
random,2,0,0.310939,-0.036353
random,2,0,0.315819,-0.033801
random,2,0,0.312221,-0.009376
random,2,0,0.321769,-0.035860
random,2,0,0.305169,-0.031009
random,2,0,0.367423,-0.033786
random,2,0,0.302230,0.008241
random,2,1,0.306566,0.089560
random,2,0,0.302324,0.046112
random,2,0,0.302588,-0.008348
random,2,0,0.315172,-0.012892
random,2,0,0.300339,-0.021165
random,2,0,0.306935,-0.027450
random,2,0,0.314705,-0.030984
random,2,1,0.317822,0.090364
random,2,0,0.311072,0.001945
random,2,0,0.311278,-0.033689
random,2,0,0.315272,-0.006326
random,2,0,0.301308,-0.028004
random,2,0,0.316223,-0.003055
random,2,0,0.301740,0.016598
random,2,0,0.313897,-0.008554
random,2,0,0.326681,-0.000729
random,2,0,0.305777,-0.022584
random,2,0,0.342223,-0.031042
random,2,0,0.302486,-0.005932
random,2,0,0.324006,0.008269
random,2,0,0.317686,-0.022804
random,2,0,0.315988,-0.035917
random,2,0,0.313282,0.010846
random,2,0,0.308829,-0.006601
random,2,0,0.309487,0.013035
random,2,0,0.337573,-0.001021
random,2,0,0.344512,0.008301
random,2,0,0.316231,0.005649
random,2,0,0.310910,0.018348
random,2,0,0.298802,0.070122
random,2,0,0.306222,0.018391
random,2,0,0.295193,-0.004154
random,2,0,0.310583,0.001912
random,2,0,0.308054,-0.009978
random,2,0,0.317613,-0.012667
random,2,0,0.315197,-0.015577
