label,seed,target_token,target_bucket,target_rank,settled_synergy_at_mask
hebbian,17,1799,q1_most_frequent,749,0.112939
hebbian,17,2,q1_most_frequent,0,0.168419
hebbian,17,51,q1_most_frequent,718,0.122752
hebbian,17,227,q1_most_frequent,1755,0.105555
hebbian,17,981,q1_most_frequent,1575,0.109945
hebbian,17,799,q1_most_frequent,942,0.126204
hebbian,17,3,q1_most_frequent,17,0.133762
hebbian,17,201,q1_most_frequent,320,0.141953
hebbian,17,609,q1_most_frequent,1091,0.111029
hebbian,17,2,q1_most_frequent,0,0.169721
hebbian,17,35,q1_most_frequent,341,0.118618
hebbian,17,2,q1_most_frequent,0,0.165831
hebbian,17,804,q1_most_frequent,1585,0.115669
hebbian,17,8,q1_most_frequent,8,0.148204
hebbian,17,5,q1_most_frequent,8,0.144949
hebbian,17,7,q1_most_frequent,11,0.140789
hebbian,17,88,q1_most_frequent,674,0.117892
hebbian,17,1557,q1_most_frequent,1566,0.114072
hebbian,17,2,q1_most_frequent,0,0.169798
hebbian,17,6,q1_most_frequent,2,0.157111
hebbian,17,1867,q1_most_frequent,1066,0.124019
hebbian,17,735,q1_most_frequent,337,0.136749
hebbian,17,46,q1_most_frequent,1103,0.115780
hebbian,17,2,q1_most_frequent,0,0.169846
hebbian,17,194,q1_most_frequent,1307,0.114626
hebbian,17,10,q1_most_frequent,558,0.121117
hebbian,17,141,q1_most_frequent,1945,0.099969
hebbian,17,417,q1_most_frequent,1470,0.113491
hebbian,17,7,q1_most_frequent,11,0.140453
hebbian,17,1223,q1_most_frequent,1100,0.103500
hebbian,17,38,q1_most_frequent,870,0.118348
hebbian,17,3,q1_most_frequent,19,0.133462
hebbian,17,11,q1_most_frequent,275,0.118217
hebbian,17,732,q1_most_frequent,671,0.125663
hebbian,17,7,q1_most_frequent,11,0.139300
hebbian,17,96,q1_most_frequent,72,0.127688
hebbian,17,1428,q1_most_frequent,611,0.127658
hebbian,17,36,q1_most_frequent,1142,0.123513
hebbian,17,90,q1_most_frequent,1548,0.120142
hebbian,17,229,q1_most_frequent,1050,0.114839
hebbian,17,45,q1_most_frequent,797,0.108480
hebbian,1,5,q1_most_frequent,3,0.274711
hebbian,1,958,q1_most_frequent,508,0.212434
hebbian,1,7,q1_most_frequent,5,0.275962
hebbian,1,663,q1_most_frequent,59,0.226024
hebbian,1,21,q1_most_frequent,14,0.263060
hebbian,1,404,q1_most_frequent,616,0.223567
hebbian,1,15,q1_most_frequent,17,0.242540
hebbian,1,5,q1_most_frequent,3,0.274646
hebbian,1,2,q1_most_frequent,1,0.296449
hebbian,1,8,q1_most_frequent,0,0.280118
hebbian,1,1504,q1_most_frequent,677,0.237978
hebbian,1,2,q1_most_frequent,1,0.296222
hebbian,1,195,q1_most_frequent,357,0.234272
hebbian,1,6,q1_most_frequent,2,0.272760
hebbian,1,82,q1_most_frequent,204,0.234709
hebbian,1,13,q1_most_frequent,6,0.266380
hebbian,1,140,q1_most_frequent,821,0.228374
hebbian,1,698,q1_most_frequent,1302,0.211620
hebbian,1,992,q1_most_frequent,1691,0.213299
hebbian,1,930,q1_most_frequent,993,0.234715
hebbian,1,4,q1_most_frequent,31,0.252921
hebbian,1,2,q1_most_frequent,1,0.296361
hebbian,1,7,q1_most_frequent,5,0.276169
hebbian,1,2,q1_most_frequent,1,0.296213
hebbian,1,1378,q1_most_frequent,1725,0.214963
hebbian,1,248,q1_most_frequent,198,0.234282
hebbian,1,36,q1_most_frequent,24,0.244026
hebbian,1,107,q1_most_frequent,468,0.223282
hebbian,1,5,q1_most_frequent,3,0.274476
hebbian,1,152,q1_most_frequent,71,0.245917
hebbian,1,101,q1_most_frequent,557,0.223023
hebbian,1,245,q1_most_frequent,191,0.228059
hebbian,1,59,q1_most_frequent,21,0.247244
hebbian,1,17,q1_most_frequent,7,0.257017
hebbian,1,389,q1_most_frequent,1497,0.212525
hebbian,1,6,q1_most_frequent,2,0.272638
hebbian,1,18,q1_most_frequent,11,0.254684
hebbian,1,324,q1_most_frequent,366,0.231240
hebbian,1,688,q1_most_frequent,1588,0.220619
hebbian,1,10,q1_most_frequent,9,0.253936
hebbian,1,197,q1_most_frequent,676,0.232085
hebbian,1,2,q1_most_frequent,1,0.296559
hebbian,1,10,q1_most_frequent,9,0.253892
hebbian,1,81,q1_most_frequent,96,0.252098
hebbian,1,21,q1_most_frequent,14,0.262915
hebbian,1,8,q1_most_frequent,0,0.279705
hebbian,1,24,q1_most_frequent,398,0.235522
hebbian,1,3,q1_most_frequent,4,0.276393
hebbian,1,27,q1_most_frequent,197,0.235087
hebbian,1,12,q1_most_frequent,46,0.241426
hebbian,1,5,q1_most_frequent,3,0.274857
hebbian,1,453,q1_most_frequent,796,0.202611
hebbian,1,220,q1_most_frequent,1595,0.209903
hebbian,1,235,q1_most_frequent,610,0.232680
hebbian,1,517,q1_most_frequent,188,0.241727
hebbian,1,1661,q1_most_frequent,1811,0.209576
hebbian,1,6,q1_most_frequent,2,0.272528
hebbian,1,467,q1_most_frequent,2006,0.180538
hebbian,1,3,q1_most_frequent,4,0.276504
hebbian,1,1781,q1_most_frequent,712,0.237240
hebbian,1,275,q1_most_frequent,460,0.225256
hebbian,1,1645,q1_most_frequent,1874,0.210255
hebbian,1,75,q1_most_frequent,110,0.238651
hebbian,1,4,q1_most_frequent,32,0.252579
hebbian,1,358,q1_most_frequent,329,0.232923
hebbian,1,1920,q1_most_frequent,1596,0.210719
hebbian,1,2,q1_most_frequent,1,0.296161
hebbian,1,13,q1_most_frequent,6,0.266383
hebbian,1,159,q1_most_frequent,1855,0.213920
hebbian,1,208,q1_most_frequent,557,0.230735
hebbian,1,280,q1_most_frequent,1260,0.218269
hebbian,1,134,q1_most_frequent,196,0.240113
hebbian,1,1923,q1_most_frequent,1798,0.205223
hebbian,1,226,q1_most_frequent,1006,0.226370
hebbian,1,7,q1_most_frequent,5,0.276154
hebbian,1,134,q1_most_frequent,197,0.240210
hebbian,1,412,q1_most_frequent,1744,0.206858
hebbian,1,530,q1_most_frequent,701,0.217360
hebbian,1,4,q1_most_frequent,31,0.252895
hebbian,1,346,q1_most_frequent,679,0.240940
hebbian,1,84,q1_most_frequent,534,0.228542
hebbian,1,351,q1_most_frequent,33,0.251547
hebbian,1,8,q1_most_frequent,0,0.280030
hebbian,1,8,q1_most_frequent,0,0.279855
hebbian,1,3,q1_most_frequent,4,0.276564
hebbian,1,7,q1_most_frequent,5,0.275753
hebbian,1,341,q1_most_frequent,313,0.236159
hebbian,1,162,q1_most_frequent,92,0.240819
hebbian,1,56,q1_most_frequent,289,0.228228
hebbian,1,4,q1_most_frequent,31,0.252883
hebbian,1,321,q1_most_frequent,52,0.247579
hebbian,1,2,q1_most_frequent,1,0.296308
hebbian,1,741,q1_most_frequent,546,0.226168
hebbian,1,12,q1_most_frequent,49,0.241225
hebbian,1,171,q1_most_frequent,534,0.240451
hebbian,1,171,q1_most_frequent,540,0.240193
hebbian,1,171,q1_most_frequent,536,0.240315
hebbian,1,552,q1_most_frequent,1463,0.220008
hebbian,1,2,q1_most_frequent,1,0.296427
hebbian,1,52,q1_most_frequent,43,0.237857
hebbian,1,101,q1_most_frequent,555,0.222824
hebbian,1,411,q1_most_frequent,597,0.220101
hebbian,1,910,q1_most_frequent,1977,0.187430
hebbian,1,5,q1_most_frequent,3,0.274528
hebbian,1,18,q1_most_frequent,11,0.254793
hebbian,1,2,q1_most_frequent,1,0.296415
hebbian,1,9,q1_most_frequent,179,0.233980
hebbian,1,87,q1_most_frequent,57,0.243242
hebbian,1,1007,q1_most_frequent,1371,0.226949
hebbian,1,2,q1_most_frequent,1,0.296438
hebbian,1,3,q1_most_frequent,4,0.276603
hebbian,1,4,q1_most_frequent,32,0.252726
hebbian,1,1199,q1_most_frequent,768,0.234142
hebbian,1,2,q1_most_frequent,1,0.296332
hebbian,1,898,q1_most_frequent,587,0.213602
hebbian,1,189,q1_most_frequent,170,0.241990
hebbian,1,11,q1_most_frequent,52,0.243719
hebbian,1,16,q1_most_frequent,127,0.230652
hebbian,1,188,q1_most_frequent,130,0.240267
hebbian,1,341,q1_most_frequent,312,0.236276
hebbian,1,1624,q1_most_frequent,1129,0.213671
hebbian,1,933,q1_most_frequent,801,0.224126
hebbian,1,276,q1_most_frequent,728,0.222952
hebbian,1,1306,q1_most_frequent,1697,0.209684
hebbian,1,5,q1_most_frequent,3,0.274574
hebbian,1,6,q1_most_frequent,2,0.272552
hebbian,1,5,q1_most_frequent,3,0.274702
hebbian,1,2,q1_most_frequent,1,0.296247
hebbian,1,4,q1_most_frequent,32,0.252760
hebbian,1,36,q1_most_frequent,24,0.243954
hebbian,1,20,q1_most_frequent,448,0.230491
hebbian,1,292,q1_most_frequent,421,0.241575
hebbian,1,108,q1_most_frequent,708,0.220354
hebbian,1,761,q1_most_frequent,2037,0.162848
hebbian,1,262,q1_most_frequent,1898,0.191852
hebbian,1,18,q1_most_frequent,11,0.254753
hebbian,1,1032,q1_most_frequent,1547,0.222694
hebbian,1,9,q1_most_frequent,179,0.234222
hebbian,1,2,q1_most_frequent,1,0.296289
hebbian,1,435,q1_most_frequent,350,0.229607
hebbian,1,9,q1_most_frequent,179,0.234258
hebbian,1,19,q1_most_frequent,124,0.232059
hebbian,1,896,q1_most_frequent,317,0.234972
hebbian,1,255,q1_most_frequent,1892,0.200480
hebbian,1,22,q1_most_frequent,15,0.256602
hebbian,1,1638,q1_most_frequent,419,0.230354
hebbian,1,3,q1_most_frequent,4,0.276480
hebbian,1,4,q1_most_frequent,31,0.252950
hebbian,1,1191,q1_most_frequent,1523,0.206596
hebbian,1,3,q1_most_frequent,4,0.276634
hebbian,1,7,q1_most_frequent,5,0.275966
hebbian,1,878,q1_most_frequent,1091,0.217922
hebbian,1,2,q1_most_frequent,1,0.296319
hebbian,1,975,q1_most_frequent,1950,0.197766
hebbian,1,15,q1_most_frequent,17,0.242637
hebbian,1,127,q1_most_frequent,1869,0.199949
hebbian,1,50,q1_most_frequent,20,0.255403
hebbian,1,3,q1_most_frequent,4,0.276433
hebbian,1,7,q1_most_frequent,5,0.275909
hebbian,1,38,q1_most_frequent,441,0.237524
hebbian,1,3,q1_most_frequent,4,0.276492
hebbian,1,1102,q1_most_frequent,956,0.222474
hebbian,1,8,q1_most_frequent,0,0.279693
hebbian,1,1311,q1_most_frequent,1957,0.189711
hebbian,1,36,q1_most_frequent,24,0.244049
hebbian,1,120,q1_most_frequent,217,0.235699
hebbian,1,669,q1_most_frequent,335,0.234383
hebbian,1,4,q1_most_frequent,32,0.252732
hebbian,1,20,q1_most_frequent,447,0.230709
hebbian,1,73,q1_most_frequent,19,0.243583
hebbian,1,218,q1_most_frequent,672,0.223792
hebbian,1,402,q1_most_frequent,821,0.235006
hebbian,1,15,q1_most_frequent,17,0.242780
hebbian,1,242,q1_most_frequent,327,0.237309
hebbian,1,40,q1_most_frequent,50,0.247286
hebbian,1,63,q1_most_frequent,761,0.230245
hebbian,1,851,q1_most_frequent,1045,0.230324
hebbian,1,5,q1_most_frequent,3,0.274583
hebbian,1,4,q1_most_frequent,32,0.252740
hebbian,1,52,q1_most_frequent,43,0.237744
hebbian,1,52,q1_most_frequent,43,0.237808
hebbian,1,216,q1_most_frequent,1807,0.201048
hebbian,1,149,q1_most_frequent,695,0.227713
hebbian,1,47,q1_most_frequent,136,0.247395
hebbian,1,5,q1_most_frequent,3,0.274438
hebbian,1,288,q1_most_frequent,305,0.230782
hebbian,1,3,q1_most_frequent,4,0.276595
hebbian,1,573,q1_most_frequent,1781,0.190817
hebbian,1,81,q1_most_frequent,96,0.252073
hebbian,1,538,q1_most_frequent,8,0.263358
hebbian,1,735,q1_most_frequent,1166,0.217853
hebbian,1,278,q1_most_frequent,268,0.237657
hebbian,1,342,q1_most_frequent,1590,0.220395
hebbian,1,423,q1_most_frequent,167,0.229458
hebbian,1,38,q1_most_frequent,441,0.237520
hebbian,1,1436,q1_most_frequent,1035,0.221117
hebbian,1,3,q1_most_frequent,4,0.276592
hebbian,1,5,q1_most_frequent,3,0.274584
hebbian,1,6,q1_most_frequent,2,0.272759
hebbian,1,215,q1_most_frequent,112,0.241036
hebbian,1,719,q1_most_frequent,1474,0.220137
hebbian,1,54,q1_most_frequent,1407,0.216049
hebbian,1,363,q1_most_frequent,482,0.232152
hebbian,1,6,q1_most_frequent,2,0.272647
hebbian,1,10,q1_most_frequent,9,0.253616
hebbian,1,6,q1_most_frequent,2,0.272723
hebbian,1,594,q1_most_frequent,895,0.229425
hebbian,1,590,q1_most_frequent,1533,0.212498
hebbian,1,1509,q1_most_frequent,777,0.232153
hebbian,1,3,q1_most_frequent,4,0.276627
hebbian,1,6,q1_most_frequent,2,0.272782
hebbian,1,447,q1_most_frequent,1903,0.199354
hebbian,1,842,q1_most_frequent,663,0.226076
hebbian,1,2,q1_most_frequent,1,0.296230
hebbian,1,643,q1_most_frequent,1972,0.193833
hebbian,1,29,q1_most_frequent,46,0.241274
hebbian,1,2,q1_most_frequent,1,0.296377
hebbian,1,2,q1_most_frequent,1,0.296528
hebbian,1,125,q1_most_frequent,254,0.248044
hebbian,1,3,q1_most_frequent,4,0.276431
hebbian,1,17,q1_most_frequent,7,0.257140
hebbian,1,629,q1_most_frequent,1429,0.199832
hebbian,1,161,q1_most_frequent,45,0.234341
hebbian,1,8,q1_most_frequent,0,0.279995
hebbian,1,1477,q1_most_frequent,248,0.235678
hebbian,1,6,q1_most_frequent,2,0.272839
hebbian,1,229,q1_most_frequent,678,0.229956
hebbian,1,268,q1_most_frequent,61,0.236037
hebbian,1,9,q1_most_frequent,179,0.234156
hebbian,1,148,q1_most_frequent,867,0.215628
hebbian,1,567,q1_most_frequent,489,0.224024
hebbian,1,940,q1_most_frequent,1201,0.231988
hebbian,1,16,q1_most_frequent,127,0.230571
hebbian,1,2,q1_most_frequent,1,0.296301
hebbian,1,439,q1_most_frequent,246,0.220077
hebbian,1,1843,q1_most_frequent,1480,0.214753
hebbian,1,1936,q1_most_frequent,897,0.228131
hebbian,1,1003,q1_most_frequent,776,0.227668
hebbian,1,62,q1_most_frequent,272,0.231969
hebbian,1,12,q1_most_frequent,46,0.241483
hebbian,1,7,q1_most_frequent,5,0.276102
hebbian,1,2,q1_most_frequent,1,0.296409
hebbian,1,40,q1_most_frequent,50,0.247466
hebbian,1,188,q1_most_frequent,130,0.240290
hebbian,1,22,q1_most_frequent,15,0.256468
hebbian,1,1001,q1_most_frequent,1917,0.191220
hebbian,1,205,q1_most_frequent,1837,0.202624
hebbian,1,7,q1_most_frequent,5,0.275985
hebbian,1,2,q1_most_frequent,1,0.296460
hebbian,1,606,q1_most_frequent,515,0.224627
hebbian,1,637,q1_most_frequent,36,0.239313
hebbian,1,13,q1_most_frequent,6,0.266449
hebbian,1,607,q1_most_frequent,1581,0.207928
hebbian,1,1914,q1_most_frequent,1192,0.213442
hebbian,1,2,q1_most_frequent,1,0.296473
hebbian,1,18,q1_most_frequent,11,0.254790
hebbian,1,2,q1_most_frequent,1,0.296422
hebbian,1,464,q1_most_frequent,210,0.233476
hebbian,1,129,q1_most_frequent,561,0.224167
hebbian,1,22,q1_most_frequent,15,0.256537
hebbian,1,27,q1_most_frequent,197,0.234855
hebbian,1,3,q1_most_frequent,4,0.276412
hebbian,1,1313,q1_most_frequent,1140,0.220778
hebbian,1,2,q1_most_frequent,1,0.296390
hebbian,1,68,q1_most_frequent,591,0.211278
hebbian,1,568,q1_most_frequent,436,0.215020
hebbian,1,559,q1_most_frequent,720,0.227737
hebbian,1,22,q1_most_frequent,15,0.256508
hebbian,1,37,q1_most_frequent,105,0.237173
hebbian,1,6,q1_most_frequent,2,0.272513
hebbian,1,2049,q1_most_frequent,1236,0.204214
hebbian,1,233,q1_most_frequent,1159,0.220016
hebbian,1,2,q1_most_frequent,1,0.296440
hebbian,1,463,q1_most_frequent,127,0.243153
hebbian,1,145,q1_most_frequent,1253,0.227441
hebbian,1,4,q1_most_frequent,31,0.252863
hebbian,1,35,q1_most_frequent,194,0.237135
hebbian,1,2,q1_most_frequent,1,0.296516
hebbian,1,44,q1_most_frequent,183,0.236878
hebbian,1,325,q1_most_frequent,1467,0.225463
hebbian,1,4,q1_most_frequent,31,0.253007
hebbian,1,590,q1_most_frequent,1533,0.212452
hebbian,1,2,q1_most_frequent,1,0.296307
hebbian,1,65,q1_most_frequent,465,0.231157
hebbian,1,545,q1_most_frequent,1757,0.202589
hebbian,1,40,q1_most_frequent,50,0.247443
hebbian,1,486,q1_most_frequent,493,0.231022
hebbian,1,1046,q1_most_frequent,187,0.237031
hebbian,1,132,q1_most_frequent,322,0.229140
hebbian,1,6,q1_most_frequent,2,0.272589
hebbian,1,572,q1_most_frequent,1347,0.213615
hebbian,1,905,q1_most_frequent,442,0.233159
hebbian,1,111,q1_most_frequent,362,0.231815
hebbian,1,333,q1_most_frequent,102,0.243410
hebbian,1,545,q1_most_frequent,1757,0.202466
hebbian,1,106,q1_most_frequent,199,0.226190
hebbian,1,20,q1_most_frequent,447,0.230600
hebbian,1,5,q1_most_frequent,3,0.274525
hebbian,1,389,q1_most_frequent,1497,0.212374
hebbian,1,33,q1_most_frequent,262,0.241326
hebbian,1,1606,q1_most_frequent,1155,0.224420
hebbian,1,39,q1_most_frequent,13,0.262315
hebbian,1,18,q1_most_frequent,11,0.254675
hebbian,1,4,q1_most_frequent,32,0.252839
hebbian,1,11,q1_most_frequent,52,0.243698
hebbian,1,65,q1_most_frequent,463,0.231295
hebbian,1,524,q1_most_frequent,790,0.233190
hebbian,1,11,q1_most_frequent,52,0.243662
hebbian,1,742,q1_most_frequent,1620,0.210450
hebbian,1,3,q1_most_frequent,4,0.276586
hebbian,1,78,q1_most_frequent,296,0.237864
hebbian,1,219,q1_most_frequent,1564,0.216424
hebbian,1,54,q1_most_frequent,1407,0.216047
hebbian,1,260,q1_most_frequent,466,0.228610
hebbian,1,56,q1_most_frequent,290,0.228149
hebbian,1,22,q1_most_frequent,15,0.256571
hebbian,1,1435,q1_most_frequent,460,0.237894
hebbian,1,143,q1_most_frequent,456,0.230539
hebbian,1,19,q1_most_frequent,124,0.232016
hebbian,1,2,q1_most_frequent,1,0.296357
hebbian,1,2,q1_most_frequent,1,0.296503
hebbian,1,8,q1_most_frequent,0,0.279936
hebbian,1,2034,q1_most_frequent,1373,0.209313
hebbian,1,757,q1_most_frequent,853,0.216725
hebbian,1,856,q1_most_frequent,1193,0.221807
hebbian,1,8,q1_most_frequent,0,0.280105
hebbian,1,30,q1_most_frequent,90,0.242113
hebbian,1,525,q1_most_frequent,492,0.231779
hebbian,1,3,q1_most_frequent,4,0.276480
hebbian,1,4,q1_most_frequent,32,0.252791
hebbian,1,5,q1_most_frequent,3,0.274501
hebbian,1,5,q1_most_frequent,3,0.274663
hebbian,1,188,q1_most_frequent,130,0.240281
hebbian,1,7,q1_most_frequent,5,0.275957
hebbian,1,25,q1_most_frequent,149,0.235463
hebbian,1,351,q1_most_frequent,33,0.251236
hebbian,1,71,q1_most_frequent,209,0.237447
hebbian,1,389,q1_most_frequent,1497,0.212513
hebbian,1,2,q1_most_frequent,1,0.296509
hebbian,1,459,q1_most_frequent,856,0.221025
hebbian,1,3,q1_most_frequent,4,0.276571
hebbian,1,1283,q1_most_frequent,1055,0.199658
hebbian,1,1168,q1_most_frequent,1083,0.209116
hebbian,1,992,q1_most_frequent,1691,0.213235
hebbian,1,7,q1_most_frequent,5,0.276191
hebbian,1,2,q1_most_frequent,1,0.296153
hebbian,1,1028,q1_most_frequent,1315,0.222245
hebbian,1,442,q1_most_frequent,534,0.238469
hebbian,1,1621,q1_most_frequent,1622,0.225115
hebbian,1,80,q1_most_frequent,933,0.235212
hebbian,1,369,q1_most_frequent,996,0.221231
hebbian,1,2,q1_most_frequent,1,0.296299
hebbian,1,4,q1_most_frequent,32,0.252654
hebbian,1,1389,q1_most_frequent,1084,0.226388
hebbian,1,2,q1_most_frequent,1,0.296559
hebbian,1,4,q1_most_frequent,32,0.252659
hebbian,1,940,q1_most_frequent,1201,0.231978
hebbian,1,127,q1_most_frequent,1869,0.199999
hebbian,1,850,q1_most_frequent,1578,0.205112
hebbian,1,93,q1_most_frequent,686,0.225575
hebbian,1,7,q1_most_frequent,5,0.276037
hebbian,1,7,q1_most_frequent,5,0.275776
hebbian,1,21,q1_most_frequent,14,0.263097
hebbian,1,7,q1_most_frequent,5,0.276147
hebbian,1,33,q1_most_frequent,262,0.241401
hebbian,1,1023,q1_most_frequent,865,0.228899
hebbian,1,49,q1_most_frequent,70,0.243093
hebbian,1,1053,q1_most_frequent,647,0.231077
hebbian,1,251,q1_most_frequent,56,0.249825
hebbian,1,1939,q1_most_frequent,1175,0.220135
hebbian,1,483,q1_most_frequent,935,0.227493
hebbian,1,96,q1_most_frequent,649,0.225125
hebbian,1,1428,q1_most_frequent,838,0.227254
hebbian,1,168,q1_most_frequent,1238,0.221752
hebbian,1,1302,q1_most_frequent,1889,0.197341
hebbian,1,27,q1_most_frequent,196,0.235154
hebbian,1,6,q1_most_frequent,2,0.272738
hebbian,2,3,q1_most_frequent,1,0.318990
hebbian,2,21,q1_most_frequent,18,0.281700
hebbian,2,766,q1_most_frequent,1580,0.232850
hebbian,2,15,q1_most_frequent,38,0.276116
hebbian,2,1023,q1_most_frequent,1388,0.241420
hebbian,2,1929,q1_most_frequent,1482,0.251745
hebbian,2,6,q1_most_frequent,8,0.295177
hebbian,2,6,q1_most_frequent,8,0.295097
hebbian,2,40,q1_most_frequent,48,0.279104
hebbian,2,58,q1_most_frequent,53,0.286052
hebbian,2,102,q1_most_frequent,1394,0.241165
hebbian,2,7,q1_most_frequent,2,0.289778
hebbian,2,313,q1_most_frequent,35,0.288047
hebbian,2,5,q1_most_frequent,3,0.291610
hebbian,2,2,q1_most_frequent,0,0.336552
hebbian,2,6,q1_most_frequent,8,0.295360
hebbian,2,370,q1_most_frequent,281,0.279380
hebbian,2,2,q1_most_frequent,0,0.336560
hebbian,2,81,q1_most_frequent,362,0.259680
hebbian,2,29,q1_most_frequent,101,0.272831
hebbian,2,277,q1_most_frequent,500,0.258792
hebbian,2,19,q1_most_frequent,14,0.277576
hebbian,2,3,q1_most_frequent,1,0.319022
hebbian,2,8,q1_most_frequent,43,0.278498
hebbian,2,1621,q1_most_frequent,1438,0.250071
hebbian,2,278,q1_most_frequent,178,0.263992
hebbian,2,444,q1_most_frequent,1163,0.238923
hebbian,2,1120,q1_most_frequent,168,0.268222
hebbian,2,42,q1_most_frequent,86,0.252164
hebbian,2,3,q1_most_frequent,1,0.319002
hebbian,2,14,q1_most_frequent,42,0.270538
hebbian,2,113,q1_most_frequent,95,0.275780
hebbian,2,8,q1_most_frequent,41,0.278432
hebbian,2,293,q1_most_frequent,1848,0.237682
hebbian,2,141,q1_most_frequent,1934,0.212829
hebbian,2,23,q1_most_frequent,36,0.285827
hebbian,2,977,q1_most_frequent,789,0.254610
hebbian,2,18,q1_most_frequent,29,0.277783
hebbian,2,4,q1_most_frequent,6,0.282032
hebbian,2,13,q1_most_frequent,5,0.294180
hebbian,2,4,q1_most_frequent,6,0.281958
hebbian,2,223,q1_most_frequent,640,0.264205
hebbian,2,1177,q1_most_frequent,1161,0.258125
hebbian,2,7,q1_most_frequent,2,0.289765
hebbian,2,2,q1_most_frequent,0,0.336546
hebbian,2,5,q1_most_frequent,3,0.291638
hebbian,2,491,q1_most_frequent,1313,0.248535
hebbian,2,122,q1_most_frequent,1463,0.244541
hebbian,2,12,q1_most_frequent,4,0.293923
hebbian,2,4,q1_most_frequent,6,0.281975
hebbian,2,6,q1_most_frequent,8,0.295324
hebbian,2,27,q1_most_frequent,56,0.272336
hebbian,2,4,q1_most_frequent,6,0.281995
hebbian,2,5,q1_most_frequent,3,0.291607
hebbian,2,6,q1_most_frequent,8,0.295094
hebbian,2,7,q1_most_frequent,2,0.289746
hebbian,2,2,q1_most_frequent,0,0.336540
hebbian,2,3,q1_most_frequent,1,0.319020
hebbian,2,202,q1_most_frequent,389,0.257593
hebbian,2,42,q1_most_frequent,86,0.252259
hebbian,2,956,q1_most_frequent,1728,0.240769
hebbian,2,1645,q1_most_frequent,1894,0.222247
hebbian,2,5,q1_most_frequent,3,0.291661
hebbian,2,2,q1_most_frequent,0,0.336431
hebbian,2,77,q1_most_frequent,429,0.259325
hebbian,2,6,q1_most_frequent,8,0.295107
hebbian,2,8,q1_most_frequent,41,0.278425
hebbian,2,1135,q1_most_frequent,829,0.255912
hebbian,2,640,q1_most_frequent,1520,0.255419
hebbian,2,395,q1_most_frequent,641,0.262011
hebbian,2,605,q1_most_frequent,661,0.255575
hebbian,2,1324,q1_most_frequent,1522,0.252118
hebbian,2,14,q1_most_frequent,42,0.270587
hebbian,2,5,q1_most_frequent,3,0.291687
hebbian,2,906,q1_most_frequent,742,0.262126
hebbian,2,7,q1_most_frequent,2,0.289839
hebbian,2,58,q1_most_frequent,53,0.286386
hebbian,2,4,q1_most_frequent,6,0.281929
hebbian,2,18,q1_most_frequent,29,0.277811
hebbian,2,785,q1_most_frequent,803,0.259759
hebbian,2,1558,q1_most_frequent,1558,0.243153
hebbian,2,307,q1_most_frequent,1164,0.247916
hebbian,2,7,q1_most_frequent,2,0.289654
hebbian,2,242,q1_most_frequent,292,0.268534
hebbian,2,10,q1_most_frequent,7,0.284581
hebbian,2,34,q1_most_frequent,20,0.287249
hebbian,2,10,q1_most_frequent,7,0.284588
hebbian,2,22,q1_most_frequent,17,0.283835
hebbian,2,468,q1_most_frequent,346,0.254626
hebbian,2,108,q1_most_frequent,628,0.256105
hebbian,2,362,q1_most_frequent,1199,0.244042
hebbian,2,13,q1_most_frequent,5,0.294337
hebbian,2,6,q1_most_frequent,8,0.295112
hebbian,2,165,q1_most_frequent,463,0.260795
hebbian,2,418,q1_most_frequent,1297,0.247379
hebbian,2,661,q1_most_frequent,1209,0.246020
hebbian,2,1182,q1_most_frequent,1529,0.249722
hebbian,2,14,q1_most_frequent,42,0.270647
hebbian,2,181,q1_most_frequent,27,0.274282
hebbian,2,171,q1_most_frequent,1019,0.251640
hebbian,2,49,q1_most_frequent,72,0.263004
hebbian,2,1691,q1_most_frequent,1652,0.253694
hebbian,2,264,q1_most_frequent,1182,0.245956
hebbian,2,2,q1_most_frequent,0,0.336430
hebbian,2,12,q1_most_frequent,4,0.293852
hebbian,2,1267,q1_most_frequent,1324,0.252833
hebbian,2,12,q1_most_frequent,4,0.293872
hebbian,2,11,q1_most_frequent,52,0.277712
hebbian,2,2,q1_most_frequent,0,0.336461
hebbian,2,68,q1_most_frequent,57,0.289602
hebbian,2,43,q1_most_frequent,1067,0.237479
hebbian,2,43,q1_most_frequent,1064,0.237405
hebbian,2,46,q1_most_frequent,226,0.267633
hebbian,2,2,q1_most_frequent,0,0.336384
hebbian,2,10,q1_most_frequent,7,0.284630
hebbian,2,73,q1_most_frequent,26,0.280123
hebbian,2,13,q1_most_frequent,5,0.294238
hebbian,2,6,q1_most_frequent,8,0.295015
hebbian,2,2,q1_most_frequent,0,0.336463
hebbian,2,72,q1_most_frequent,81,0.250307
hebbian,2,265,q1_most_frequent,138,0.272803
hebbian,2,3,q1_most_frequent,1,0.318981
hebbian,2,2,q1_most_frequent,0,0.336519
hebbian,2,2,q1_most_frequent,0,0.336549
hebbian,2,261,q1_most_frequent,701,0.260712
hebbian,2,17,q1_most_frequent,16,0.275432
hebbian,2,57,q1_most_frequent,1088,0.258038
hebbian,2,808,q1_most_frequent,303,0.267121
hebbian,2,2,q1_most_frequent,0,0.336497
hebbian,2,528,q1_most_frequent,802,0.262329
hebbian,2,192,q1_most_frequent,854,0.259530
hebbian,2,104,q1_most_frequent,467,0.271006
hebbian,2,2,q1_most_frequent,0,0.336478
